gene;anchor_index
Y14865|IGKV1-NL1*01|Homo sapiens|F|V-REGION|351..637|287 nt|1| | | | |287+0=287| | |;261
X64640|IGKV1/OR-2*01|Homo sapiens|P|V-REGION|367..653|287 nt|1| | | | |287+0=287| | |;261
X64641|IGKV1/OR-3*01|Homo sapiens|P|V-REGION|625..911|287 nt|1| | | | |287+0=287| | |;261
X64642|IGKV1/OR-4*01|Homo sapiens|P|V-REGION|373..659|287 nt|1| | | | |287+0=287| | |;261
M20809|IGKV1/OR1-1*01|Homo sapiens|P|V-REGION|303..589|287 nt|1| | | | |287+0=287| | |;261
AL031601|IGKV1/OR10-1*01|Homo sapiens|P|V-REGION|84266..84552|287 nt|1| | | | |287+0=287| | |;261
M20812|IGKV1/OR15-118*01|Homo sapiens|P|V-REGION|310..596|287 nt|1| | | | |287+0=287| | |;261
Y08392|IGKV1/OR2-0*01|Homo sapiens|ORF|V-REGION|320..606|287 nt|1| | | | |287+0=287| | |;261
M20813|IGKV1/OR2-1*01|Homo sapiens|P|V-REGION|320..606|287 nt|1| | | | |287+0=287| | |;261
X51887|IGKV1/OR2-108*01|Homo sapiens|ORF|V-REGION|322..608|287 nt|1| | | | |287+0=287| | |;261
X51885|IGKV1/OR2-11*01|Homo sapiens|P|V-REGION|359..645|287 nt|1| | | | |287+0=287| | |;261
AC018696|IGKV1/OR2-118*01|Homo sapiens|P|V-REGION|110726..111012|287 nt|1| | | | |287+0=287| |rev-compl|;261
AC128677|IGKV1/OR2-2*01|Homo sapiens|P|V-REGION|125243..125529|287 nt|1| | | | |287+0=287| | |;261
X05102|IGKV1/OR2-3*01|Homo sapiens|P|V-REGION|790..1076|287 nt|1| | | | |287+0=287| | |;261
X51879|IGKV1/OR2-9*01|Homo sapiens|P|V-REGION|484..770|287 nt|1| | | | |287+0=287| | |;261
Z00003|IGKV1/OR22-5*01|Homo sapiens|P|V-REGION|320..606|287 nt|1| | | | |287+0=287| | |;261
Z00002|IGKV1/OR22-5*02|Homo sapiens|P|V-REGION|409..695|287 nt|1| | | | |287+0=287| | |;261
AL512605|IGKV1/OR9-1*01|Homo sapiens|P|V-REGION|83591..83877|287 nt|1| | | | |287+0=287| | |;261
AC129778|IGKV1/OR9-2*01|Homo sapiens|P|V-REGION|148113..148399|287 nt|1| | | | |287+0=287| | |;261
AC134879|IGKV1/ORY-1*01|Homo sapiens|P|V-REGION|118855..119141|287 nt|1| | | | |287+0=287| | |;261
X17263|IGKV1D-12*01|Homo sapiens|F|V-REGION|321..607|287 nt|1| | | | |287+0=287| | |;261
V01576|IGKV1D-12*02|Homo sapiens|F|V-REGION|1361..1647|287 nt|1| | | | |287+0=287| | |;261
X17262|IGKV1D-13*01|Homo sapiens|F|V-REGION|322..608|287 nt|1| | | | |287+0=287| | |;261
KM455562|IGKV1D-13*02|Homo sapiens|F|V-REGION|187..473|287 nt|1| | | | |287+0=287| | |;261
K01323|IGKV1D-16*01|Homo sapiens|F|V-REGION|322..608|287 nt|1| | | | |287+0=287| | |;261
V00558|IGKV1D-16*02|Homo sapiens|F|V-REGION|322..608|287 nt|1| | | | |287+0=287| | |;261
X63392|IGKV1D-17*01|Homo sapiens|F|V-REGION|1177..1463|287 nt|1| | | | |287+0=287| | |;261
M64855|IGKV1D-33*01|Homo sapiens|F|V-REGION|321..607|287 nt|1| | | | |287+0=287| | |;261
X59312|IGKV1D-39*01|Homo sapiens|F|V-REGION|324..610|287 nt|1| | | | |287+0=287| | |;261
X72816|IGKV1D-42*01|Homo sapiens|ORF|V-REGION|391..677|287 nt|1| | | | |287+0=287| | |;261
KM455560|IGKV1D-42*02|Homo sapiens|ORF|V-REGION|177..463|287 nt|1| | | | |287+0=287| | |;261
X72817|IGKV1D-43*01|Homo sapiens|F|V-REGION|341..627|287 nt|1| | | | |287+0=287| | |;261
Z00008|IGKV1D-8*01|Homo sapiens|F|V-REGION|495..781|287 nt|1| | | | |287+0=287| | |;261
KM455563|IGKV1D-8*02|Homo sapiens|F|V-REGION|185..471|287 nt|1| | | | |287+0=287| | |;261
KM455567|IGKV1D-8*03|Homo sapiens|F|V-REGION|191..477|287 nt|1| | | | |287+0=287| | |;261
X63400|IGKV2-18*01|Homo sapiens|P|V-REGION|818..1119|302 nt|1| | || |302+0=302| | |;276
X12684|IGKV2-24*01|Homo sapiens|F|V-REGION|657..958|302 nt|1| | | | |302+0=302| | |;276
X63397|IGKV2-28*01|Homo sapiens|F|V-REGION|739..1040|302 nt|1| | | | |302+0=302| | |;276
U41645|IGKV2-29*02|Homo sapiens|F|V-REGION|587..888|302 nt|1| | | | |302+0=302| | |;276
AJ783437|IGKV2-29*03|Homo sapiens|F|V-REGION|1..302|302 nt|1| | | | |302+0=302| | |;276
X63403|IGKV2-30*01|Homo sapiens|F|V-REGION|1384..1685|302 nt|1| | | | |302+0=302| | |;276
FM164408|IGKV2-30*02|Homo sapiens|[F]|V-REGION|1..302|302 nt|1| | | | |302+0=302| | |;276
X72814|IGKV2-4*01|Homo sapiens|P|V-REGION|997..1298|302 nt|1| | || |302+0=302| | |;276
X59314|IGKV2-40*01|Homo sapiens|F|V-REGION|1320..1624|305 nt|1| | | | |305+0=305| | |;279
X59317|IGKV2-40*02|Homo sapiens|F|V-REGION|1..251|251 nt|1| | | | |251+0=251|partial in 5'| |;225
AC092683|IGKV2/OR2-7D*01|Homo sapiens|P|V-REGION|103645..103948|304 nt|1| | | | |304+0=304| | |;282
M20707|IGKV2/OR22-4*01|Homo sapiens|P|V-REGION|641..945|305 nt|1| | || |305+0=305| | |;279
X63395|IGKV2D-18*01|Homo sapiens|P|V-REGION|785..1084|300 nt|1| | | | |300+0=300| | |;276
X63401|IGKV2D-24*01|Homo sapiens|ORF|V-REGION|688..989|302 nt|1| | | | |302+0=302| | |;276
AP001216|IGKV2D-26*01|Homo sapiens|F|V-REGION|30777..31078|302 nt|1| | | | |302+0=302| | |;276
Z27499|IGKV2D-26*02|Homo sapiens|F|V-REGION|1..302|302 nt|1| | || |302+0=302| | |;276
KM455565|IGKV2D-26*03|Homo sapiens|F|V-REGION|452..753|302 nt|1| | | | |302+0=302| | |;276
X12691|IGKV2D-28*01|Homo sapiens|F|V-REGION|738..1039|302 nt|1| | | | |302+0=302| | |;276
M31952|IGKV2D-29*01|Homo sapiens|F|V-REGION|752..1053|302 nt|1| | | | |302+0=302| | |;276
U41644|IGKV2D-29*02|Homo sapiens|F|V-REGION|585..886|302 nt|1| | | | |302+0=302| | |;276
X63402|IGKV2D-30*01|Homo sapiens|F|V-REGION|993..1294|302 nt|1| | | | |302+0=302| | |;276
X59311|IGKV2D-40*01|Homo sapiens|F|V-REGION|577..881|305 nt|1| | | | |305+0=305| | |;279
X01668|IGKV3-11*01|Homo sapiens|F|V-REGION|363..649|287 nt|1| | | | |287+0=287| | |;261
K02768|IGKV3-11*02|Homo sapiens|F|V-REGION|363..649|287 nt|1| | | | |287+0=287| | |;261
M23090|IGKV3-15*01|Homo sapiens|F|V-REGION|905..1191|287 nt|1| | | | |287+0=287| | |;261
X12686|IGKV3-20*01|Homo sapiens|F|V-REGION|355..644|290 nt|1| | | | |290+0=290| | |;264
L37729|IGKV3-20*02|Homo sapiens|F|V-REGION|1..271|271 nt|1| | | | |271+0=271|partial in 3'| |;264
X02725|IGKV3-7*01|Homo sapiens|ORF|V-REGION|363..652|290 nt|1| | | | |290+0=290| | |;264
X72812|IGKV3-7*02|Homo sapiens|ORF|V-REGION|363..652|290 nt|1| | | | |290+0=290| | |;264
K02769|IGKV3-7*03|Homo sapiens|ORF|V-REGION|363..652|290 nt|1| | | | |290+0=290| | |;264
FM164409|IGKV3-7*04|Homo sapiens|[ORF]|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;264
X74459|IGKV3/OR2-268*01|Homo sapiens|ORF|V-REGION|370..659|290 nt|1| | | | |290+0=290| | |;264
X74460|IGKV3/OR2-268*02|Homo sapiens|ORF|V-REGION|370..659|290 nt|1| | | | |290+0=290| | |;264
X17264|IGKV3D-11*01|Homo sapiens|F|V-REGION|312..598|287 nt|1| | | | |287+0=287| | |;261
KM455561|IGKV3D-11*02|Homo sapiens|F|V-REGION|230..516|287 nt|1| | | | |287+0=287| | |;261
L19271|IGKV3D-11*03|Homo sapiens|F|V-REGION|205..491|287 nt|1| | || |287+0=287| | |;261
X72815|IGKV3D-15*01|Homo sapiens|F|V-REGION|300..586|287 nt|1| | | | |287+0=287| | |;261
M23091|IGKV3D-15*02|Homo sapiens|P|V-REGION|905..1191|287 nt|1| | | | |287+0=287| | |;261
KM455564|IGKV3D-15*03|Homo sapiens|F|V-REGION|230..516|287 nt|1| | | | |287+0=287| | |;261
X12687|IGKV3D-20*01|Homo sapiens|F|V-REGION|355..644|290 nt|1| | | | |290+0=290| | |;264
L19272|IGKV3D-20*02|Homo sapiens|ORF|V-REGION|223..512|290 nt|1| | || |290+0=290| | |;264
X72820|IGKV3D-7*01|Homo sapiens|F|V-REGION|685..974|290 nt|1| | | | |290+0=290| | |;264
Z00023|IGKV4-1*01|Homo sapiens|F|V-REGION|377..681|305 nt|1| | | | |305+0=305| | |;279
X02485|IGKV5-2*01|Homo sapiens|F|V-REGION|509..795|287 nt|1| | | | |287+0=287| | |;261
X63399|IGKV6-21*01|Homo sapiens|F|V-REGION|774..1060|287 nt|1| | | | |287+0=287| | |;261
KM455568|IGKV6-21*02|Homo sapiens|F|V-REGION|268..554|287 nt|1| | | | |287+0=287| | |;261
X12683|IGKV6D-21*01|Homo sapiens|F|V-REGION|645..931|287 nt|1| | | | |287+0=287| | |;261
KM455569|IGKV6D-21*02|Homo sapiens|F|V-REGION|299..585|287 nt|1| | | | |287+0=287| | |;261
M27751|IGKV6D-41*01|Homo sapiens|ORF|V-REGION|486..772|287 nt|1| | | | |287+0=287| | |;261
X12682|IGKV7-3*01|Homo sapiens|P|V-REGION|985..1283|299 nt|1| | || |299+0=299| | |;273
