gene;anchor_index
L27694|IGLV2-18*03|Homo sapiens|F|V-REGION|177..473|297 nt|1| | | | |297+0=297| | |;267
L27692|IGLV2-18*04|Homo sapiens|F|V-REGION|174..470|297 nt|1| | | | |297+0=297| | |;267
X14616|IGLV2-23*01|Homo sapiens|F|V-REGION|276..573|298 nt|1| | | | |298+0=298| | |;270
Z73665|IGLV2-23*02|Homo sapiens|F|V-REGION|1..297|297 nt|1| | | | |297+0=297| | |;270
D86994|IGLV2-23*03|Homo sapiens|F|V-REGION|35601..35897|297 nt|1| | | | |297+0=297| | |;270
Z73643|IGLV2-33*01|Homo sapiens|ORF|V-REGION|1..297|297 nt|1| | | | |297+0=297| | |;267
L27823|IGLV2-33*02|Homo sapiens|ORF|V-REGION|175..471|297 nt|1| | | | |297+0=297| | |;267
L27691|IGLV2-33*03|Homo sapiens|ORF|V-REGION|180..476|297 nt|1| | | | |297+0=297| | |;267
D87013|IGLV2-34*01|Homo sapiens|P|V-REGION|30323..30619|297 nt|1| | | | |297+0=297| | |;267
Z73641|IGLV2-5*01|Homo sapiens|P|V-REGION|1..298|298 nt|1| | | | |298+0=298| | |;270
X57825|IGLV2-5*02|Homo sapiens|P|V-REGION|359..656|298 nt|1| | || |298+0=298| | |;270
X97462|IGLV2-8*01|Homo sapiens|F|V-REGION|1..297|297 nt|1| | | | |297+0=297| | |;267
L27695|IGLV2-8*02|Homo sapiens|F|V-REGION|173..469|297 nt|1| | | | |297+0=297| | |;267
Y12418|IGLV2-8*03|Homo sapiens|F|V-REGION|1..274|274 nt|2| | || |274+0=274|partial in 5' and in 3' | |;255
Z22209|IGLV2-NL1*01|Homo sapiens|P|V-REGION|1..297|297 nt|1| | | | |297+0=297| | |;267
X57826|IGLV3-1*01|Homo sapiens|F|V-REGION|2256..2540|285 nt|1| | | | |285+0=285| | |;258
X97464|IGLV3-10*01|Homo sapiens|F|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;258
L29166|IGLV3-10*02|Homo sapiens|F|V-REGION|241..525|285 nt|1| | || |285+0=285|partial in 3'| |;258
Z73658|IGLV3-12*01|Homo sapiens|F|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;258
D86998|IGLV3-12*02|Homo sapiens|F|V-REGION|10129..10418|290 nt|1| | | | |290+0=290| | |;258
X97463|IGLV3-13*01|Homo sapiens|P|V-REGION|1..284|284 nt|1| | | | |284+0=284| | |;258
X97471|IGLV3-16*01|Homo sapiens|F|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;258
X56178|IGLV3-19*01|Homo sapiens|F|V-REGION|201..490|290 nt|1| | | | |290+0=290| | |;258
X71966|IGLV3-21*01|Homo sapiens|F|V-REGION|688..977|290 nt|1| | | | |290+0=290| | |;258
D87007|IGLV3-21*02|Homo sapiens|F|V-REGION|13325..13614|290 nt|1| | | | |290+0=290| | |;258
M94115|IGLV3-21*03|Homo sapiens|F|V-REGION|637..926|290 nt|1| | | | |290+0=290| | |;258
Z73666|IGLV3-22*01|Homo sapiens|F|V-REGION|1..284|284 nt|1| | | | |284+0=284| | |;258
X97474|IGLV3-25*01|Homo sapiens|F|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;258
D86994|IGLV3-25*02|Homo sapiens|F|V-REGION|24447..24736|290 nt|1| | | | |290+0=290| | |;258
L29165|IGLV3-25*03|Homo sapiens|F|V-REGION|252..533|282 nt|1| | || |282+0=282|partial in 3'| |;258
D86994|IGLV3-27*01|Homo sapiens|F|V-REGION|5986..6269|284 nt|1| | | | |284+0=284| | |;258
X97469|IGLV3-31*01|Homo sapiens|P|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;258
Z22203|IGLV3-31*02|Homo sapiens|P|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;258
X97473|IGLV3-9*01|Homo sapiens|F|V-REGION|1..285|285 nt|1| | | | |285+0=285| | |;258
X74288|IGLV3-9*02|Homo sapiens|F|V-REGION|354..643|290 nt|1| | | | |290+0=290| | |;258
X57828|IGLV4-3*01|Homo sapiens|F|V-REGION|356..669|314 nt|1| | | | |314+0=314| | |;273
Z73667|IGLV4-60*01|Homo sapiens|F|V-REGION|1..297|297 nt|1| | | | |297+0=297| | |;273
D87000|IGLV4-60*02|Homo sapiens|F|V-REGION|12968..13266|299 nt|1| | | | |299+0=299| | |;273
AF073885|IGLV4-60*03|Homo sapiens|F|V-REGION|1..297|297 nt|1| | | | |297+0=297| | |;273
Z73648|IGLV4-69*01|Homo sapiens|F|V-REGION|1..299|299 nt|1| | | | |299+0=299| | |;273
U03868|IGLV4-69*02|Homo sapiens|F|V-REGION|161..459|299 nt|1| | | | |299+0=299| | |;273
Z73672|IGLV5-37*01|Homo sapiens|F|V-REGION|1..312|312 nt|1| | | | |312+0=312| | |;285
Z73668|IGLV5-39*01|Homo sapiens|F|V-REGION|1..312|312 nt|1| | | | |312+0=312| | |;285
AF216776|IGLV5-39*02|Homo sapiens|F|V-REGION|181..492|312 nt|1| | | | |312+0=312| | |;285
Z73670|IGLV5-45*01|Homo sapiens|F|V-REGION|1..312|312 nt|1| | | | |312+0=312| | |;285
Z73671|IGLV5-45*02|Homo sapiens|F|V-REGION|1..312|312 nt|1| | | | |312+0=312| | |;285
D86999|IGLV5-45*03|Homo sapiens|F|V-REGION|15700..16011|312 nt|1| | | | |312+0=312| | |;285
KM455553|IGLV5-45*04|Homo sapiens|F|V-REGION|181..492|312 nt|1| | | | |312+0=312| | |;285
Z73649|IGLV5-48*01|Homo sapiens|ORF|V-REGION|1..312|312 nt|1| | | | |312+0=312| | |;285
KM455554|IGLV5-48*02|Homo sapiens|P|V-REGION|183..494|312 nt|1| | | | |312+0=312| | |;285
Z73669|IGLV5-52*01|Homo sapiens|F|V-REGION|1..317|317 nt|1| | | | |317+0=317| | |;285
Z73673|IGLV6-57*01|Homo sapiens|F|V-REGION|1..296|296 nt|1| | | | |296+0=296| | |;270
KM455556|IGLV6-57*02|Homo sapiens|F|V-REGION|183..478|296 nt|1| | | | |296+0=296| | |;270
X14614|IGLV7-43*01|Homo sapiens|F|V-REGION|414..707|294 nt|1| | | | |294+0=294| | |;267
Z73674|IGLV7-46*01|Homo sapiens|F|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;267
D86999|IGLV7-46*02|Homo sapiens|F|V-REGION|9299..9592|294 nt|1| | | | |294+0=294| | |;267
Z73650|IGLV8-61*01|Homo sapiens|F|V-REGION|1..296|296 nt|1| | | | |296+0=296| | |;267
U03637|IGLV8-61*02|Homo sapiens|F|V-REGION|454..749|296 nt|1| | | | |296+0=296| | |;267
AF266511|IGLV8-61*03|Homo sapiens|F|V-REGION|1..247|247 nt|2| | | | |247+0=247|partial in 5'| |;210
U03636|IGLV8/OR8-1*02|Homo sapiens|ORF|V-REGION|251..544|294 nt|1| | | | |294+0=294| | |;267
Z73675|IGLV9-49*01|Homo sapiens|F|V-REGION|1..317|317 nt|1| | | | |317+0=317| | |;276
D87016|IGLV9-49*02|Homo sapiens|F|V-REGION|13445..13761|317 nt|1| | | | |317+0=317| | |;276
U03869|IGLV9-49*03|Homo sapiens|F|V-REGION|206..522|317 nt|1| | | | |317+0=317| | |;276
