gene;anchor_index
M99637|IGHV1-8*01|Homo sapiens|F|V-REGION|201..496|296 nt|1| | | | |296+0=296| | |;285
HM855457|IGHV1-8*02|Homo sapiens|F|V-REGION|24..319|296 nt|1| | | | |296+0=296| |rev-compl|;285
MG719312|IGHV1-8*03|Homo sapiens|F|V-REGION|127..422|296 nt|1| | | | |296+0=296| | |;285
M13911|IGHV1-NL1*01|Homo sapiens|P|V-REGION|125..420|296 nt|1| | | | |296+0=296| | |;285
Z29631|IGHV1/OR15-1*01|Homo sapiens|ORF|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
AJ004954|IGHV1/OR15-1*02|Homo sapiens|ORF|V-REGION|25..320|296 nt|1| | | | |296+0=296| | |;285
HM855589|IGHV1/OR15-1*03|Homo sapiens|ORF|V-REGION|23..318|296 nt|1| | | | |296+0=296| |rev-compl|;285
HM855394|IGHV1/OR15-1*04|Homo sapiens|ORF|V-REGION|24..319|296 nt|1| | | | |296+0=296| |rev-compl|;285
L25543|IGHV1/OR15-2*01|Homo sapiens|P|V-REGION|229..524|296 nt|1| | | | |296+0=296| | |;285
HM855297|IGHV1/OR15-2*02|Homo sapiens|P|V-REGION|24..319|296 nt|1| | || |296+0=296| |rev-compl|;285
HM855556|IGHV1/OR15-2*03|Homo sapiens|P|V-REGION|20..315|296 nt|1| | | | |296+0=296| | |;285
Z29595|IGHV1/OR15-3*01|Homo sapiens|P|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
HM855458|IGHV1/OR15-3*02|Homo sapiens|P|V-REGION|21..316|296 nt|1| | | | |296+0=296| | |;285
J00238|IGHV1/OR15-3*03|Homo sapiens|P|V-REGION|375..670|296 nt|1| | || |296+0=296| | |;285
Z29596|IGHV1/OR15-4*01|Homo sapiens|P|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
Z29633|IGHV1/OR15-5*01|Homo sapiens|ORF|V-REGION|1..260|260 nt|3| | | | |260+0=260|partial in 5'| |;243
Z12314|IGHV1/OR15-5*02|Homo sapiens|ORF|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
L25542|IGHV1/OR15-9*01|Homo sapiens|ORF|V-REGION|188..483|296 nt|1| | | | |296+0=296| | |;285
AF254982|IGHV1/OR21-1*01|Homo sapiens|ORF|V-REGION|164866..165161|296 nt|1| | | | |296+0=296| | |;285
M99647|IGHV2-10*01|Homo sapiens|P|V-REGION|211..511|301 nt|1| | | | |301+0=301| | |;288
M99648|IGHV2-26*01|Homo sapiens|F|V-REGION|164..464|301 nt|1| | | | |301+0=301| | |;288
MG719335|IGHV2-26*02|Homo sapiens|F|V-REGION|201..501|301 nt|1| | | | |301+0=301| | |;288
MG719336|IGHV2-26*03|Homo sapiens|F|V-REGION|201..501|301 nt|1| | | | |301+0=301| | |;288
X62111|IGHV2-5*01|Homo sapiens|F|V-REGION|214..514|301 nt|1| | | | |301+0=301| | |;288
KF698731|IGHV2-5*02|Homo sapiens|F|V-REGION|394..694|301 nt|1| | | | |301+0=301| | |;288
X93619|IGHV2-5*03|Homo sapiens|F|V-REGION|1..210|210 nt|2| | | | |210+0=210|partial in 5' and in 3' | |;120
L21963|IGHV2-5*04|Homo sapiens|F|V-REGION|144..438|295 nt|1| | || |295+0=295|partial in 3'| |;288
L21964|IGHV2-5*05|Homo sapiens|F|V-REGION|144..444|301 nt|1| | | | |301+0=301| | |;288
L21966|IGHV2-5*06|Homo sapiens|F|V-REGION|143..442|300 nt|1| | | | |300+0=300| | |;288
L21971|IGHV2-5*08|Homo sapiens|F|V-REGION|144..444|301 nt|1| | | | |301+0=301| | |;288
L21972|IGHV2-5*09|Homo sapiens|F|V-REGION|144..444|301 nt|1| | | | |301+0=301| | |;288
L21969|IGHV2-70*01|Homo sapiens|F|V-REGION|144..444|301 nt|1| | | | |301+0=301| | |;288
MG719337|IGHV2-70*04|Homo sapiens|F|V-REGION|201..501|301 nt|1| | | | |301+0=301| | |;288
Z27502|IGHV2-70*05|Homo sapiens|F|V-REGION|1..237|237 nt|2| | | | |237+0=237|partial in 5' and in 3' | |;123
L21962|IGHV2-70*09|Homo sapiens|ORF|V-REGION|144..440|297 nt|1| | || |297+0=297|partial in 3'| |;288
L21965|IGHV2-70*10|Homo sapiens|F|V-REGION|144..444|301 nt|1| | | | |301+0=301| | |;288
L21967|IGHV2-70*11|Homo sapiens|F|V-REGION|144..444|301 nt|1| | | | |301+0=301| | |;288
L21970|IGHV2-70*12|Homo sapiens|F|V-REGION|144..444|301 nt|1| | | | |301+0=301| | |;288
AB019437|IGHV2-70*13|Homo sapiens|F|V-REGION|110422..110722|301 nt|1| | | | |301+0=301| | |;288
MG719338|IGHV2-70*15|Homo sapiens|F|V-REGION|201..501|301 nt|1| | | | |301+0=301| | |;288
MG719340|IGHV2-70*16|Homo sapiens|F|V-REGION|201..501|301 nt|1| | | | |301+0=301| | |;288
MG719342|IGHV2-70*17|Homo sapiens|F|V-REGION|201..501|301 nt|1| | | | |301+0=301| | |;288
KC713935|IGHV2-70D*04|Homo sapiens|F|V-REGION|394..694|301 nt|1| | | | |301+0=301| | |;288
KC713949|IGHV2-70D*14|Homo sapiens|F|V-REGION|394..694|301 nt|1| | | | |301+0=301| | |;288
L25544|IGHV2/OR16-5*01|Homo sapiens|ORF|V-REGION|170..470|301 nt|1| | || |301+0=301| | |;288
M99652|IGHV3-11*01|Homo sapiens|F|V-REGION|202..497|296 nt|1| | | | |296+0=296| | |;285
X92287|IGHV3-11*03|Homo sapiens|F|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
HM855329|IGHV3-11*04|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| |rev-compl|;285
HM855583|IGHV3-11*05|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| | |;285
KC713940|IGHV3-11*06|Homo sapiens|F|V-REGION|405..700|296 nt|1| | | | |296+0=296| | |;285
X92217|IGHV3-13*01|Homo sapiens|F|V-REGION|162..454|293 nt|1| | | | |293+0=293| | |;282
M99653|IGHV3-13*02|Homo sapiens|F|V-REGION|467..759|293 nt|1| | | | |293+0=293| | |;282
U29582|IGHV3-13*03|Homo sapiens|F|V-REGION|1..291|291 nt|1| | | | |291+0=291| | |;282
HM855616|IGHV3-13*04|Homo sapiens|F|V-REGION|22..314|293 nt|1| | | | |293+0=293| | |;282
KC713939|IGHV3-13*05|Homo sapiens|F|V-REGION|411..703|293 nt|1| | | | |293+0=293| | |;282
X92216|IGHV3-15*01|Homo sapiens|F|V-REGION|162..463|302 nt|1| | | | |302+0=302| | |;291
M99654|IGHV3-15*02|Homo sapiens|F|V-REGION|176..477|302 nt|1| | | | |302+0=302| | |;291
M99408|IGHV3-15*03|Homo sapiens|F|V-REGION|128..429|302 nt|1| | | | |302+0=302| | |;291
M99402|IGHV3-15*04|Homo sapiens|F|V-REGION|128..429|302 nt|1| | | | |302+0=302| | |;291
M99403|IGHV3-15*05|Homo sapiens|F|V-REGION|128..429|302 nt|1| | | | |302+0=302| | |;291
M99404|IGHV3-15*06|Homo sapiens|F|V-REGION|128..429|302 nt|1| | | | |302+0=302| | |;291
M99406|IGHV3-15*07|Homo sapiens|F|V-REGION|128..429|302 nt|1| | | | |302+0=302| | |;291
M99400|IGHV3-15*08|Homo sapiens|F|V-REGION|128..429|302 nt|1| | | | |302+0=302| | |;291
M99655|IGHV3-16*01|Homo sapiens|ORF|V-REGION|188..483|296 nt|1| | | | |296+0=296| | |;285
AB019440|IGHV3-16*02|Homo sapiens|ORF|V-REGION|67354..67649|296 nt|1| | | | |296+0=296| | |;285
M99656|IGHV3-19*01|Homo sapiens|P|V-REGION|296..591|296 nt|1| | | | |296+0=296| | |;285
M99657|IGHV3-20*01|Homo sapiens|F|V-REGION|170..465|296 nt|1| | | | |296+0=296| | |;285
KC713937|IGHV3-20*02|Homo sapiens|ORF|V-REGION|411..706|296 nt|1| | || |296+0=296| | |;285
AB019439|IGHV3-21*01|Homo sapiens|F|V-REGION|197575..197870|296 nt|1| | | | |296+0=296| | |;285
M99658|IGHV3-21*02|Homo sapiens|F|V-REGION|169..464|296 nt|1| | | | |296+0=296| | |;285
HM855323|IGHV3-21*03|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| | |;285
HM855688|IGHV3-21*04|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| |rev-compl|;285
M99659|IGHV3-22*01|Homo sapiens|P|V-REGION|245..546|302 nt|1| | | | |302+0=302| | |;291
AB019439|IGHV3-22*02|Homo sapiens|P|V-REGION|174880..175181|302 nt|1| | | | |302+0=302| | |;291
M99660|IGHV3-23*01|Homo sapiens|F|V-REGION|170..465|296 nt|1| | | | |296+0=296| | |;285
M35415|IGHV3-23*02|Homo sapiens|F|V-REGION|190..485|296 nt|1| | | | |296+0=296| | |;285
AM940223|IGHV3-23*03|Homo sapiens|F|V-REGION|1..296|296 nt|1| | | | |296+0=296| | |;285
AC245166|IGHV3-23*04|Homo sapiens|F|V-REGION|149356..149651|296 nt|1| | || |296+0=296| | |;285
AY757302|IGHV3-23*05|Homo sapiens|F|V-REGION|1..294|294 nt|1| | | | |294+0=294|partial in 3'| |;285
AC244492|IGHV3-23D*01|Homo sapiens|F|V-REGION|21795..22090|296 nt|1| | | | |296+0=296| | |;285
M99661|IGHV3-25*01|Homo sapiens|P|V-REGION|236..531|296 nt|1| | | | |296+0=296| | |;285
AB019439|IGHV3-25*02|Homo sapiens|P|V-REGION|143626..143921|296 nt|1| | | | |296+0=296| | |;285
Z12356|IGHV3-25*03|Homo sapiens|P|V-REGION|1..294|294 nt|1| | || |294+0=294|partial in 3'| |;285
HM855898|IGHV3-25*04|Homo sapiens|ORF|V-REGION|22..317|296 nt|1| | || |296+0=296| | |;285
HM855413|IGHV3-25*05|Homo sapiens|P|V-REGION|22..317|296 nt|1| | | | |296+0=296| |rev-compl|;285
AB019439|IGHV3-29*01|Homo sapiens|P|V-REGION|101886..102183|298 nt|1| | || |298+0=298| | |;285
M83134|IGHV3-30*01|Homo sapiens|F|V-REGION|1940..2235|296 nt|1| | | | |296+0=296| | |;285
L26401|IGHV3-30*02|Homo sapiens|F|V-REGION|104..399|296 nt|1| | | | |296+0=296| | |;285
M99663|IGHV3-30*03|Homo sapiens|F|V-REGION|168..463|296 nt|1| | | | |296+0=296| | |;285
L06615|IGHV3-30*04|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
M77323|IGHV3-30*05|Homo sapiens|F|V-REGION|112..406|296 nt|1| | |+1| |296+0=296| | |;285
L06617|IGHV3-30*06|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
L06614|IGHV3-30*07|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
M62737|IGHV3-30*08|Homo sapiens|F|V-REGION|58..351|294 nt|1| | | | |294+0=294| | |;285
M77300|IGHV3-30*09|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
M77326|IGHV3-30*10|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
M77331|IGHV3-30*11|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
M77338|IGHV3-30*12|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
M77339|IGHV3-30*13|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
M77324|IGHV3-30*14|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
M77327|IGHV3-30*15|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
M77328|IGHV3-30*16|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
M77329|IGHV3-30*17|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
X92214|IGHV3-30*18|Homo sapiens|F|V-REGION|160..455|296 nt|1| | | | |296+0=296| | |;285
L06616|IGHV3-30*19|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
AB019439|IGHV3-30-2*01|Homo sapiens|P|V-REGION|88935..89232|298 nt|1| | || |298+0=298| | |;285
KC162924|IGHV3-30-22*01|Homo sapiens|P|V-REGION|41477..41774|298 nt|1| | | | |298+0=298| |rev-compl|;285
AC244456|IGHV3-30-3*01|Homo sapiens|F|V-REGION|2134..2429|296 nt|1| | || |296+0=296| |rev-compl|;285
M77302|IGHV3-30-3*02|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
KC713945|IGHV3-30-3*03|Homo sapiens|F|V-REGION|409..704|296 nt|1| | | | |296+0=296| | |;285
AC244456|IGHV3-30-33*01|Homo sapiens|P|V-REGION|11005..11300|296 nt|1| | | | |296+0=296| |rev-compl|;285
AC244456|IGHV3-30-42*01|Homo sapiens|P|V-REGION|22749..23046|298 nt|1| | | | |298+0=298| |rev-compl|;285
AC244456|IGHV3-30-5*01|Homo sapiens|F|V-REGION|26706..27001|296 nt|1| | | | |296+0=296| |rev-compl|;285
AC245243|IGHV3-30-5*02|Homo sapiens|F|V-REGION|3298..3593|296 nt|1| | | | |296+0=296| |rev-compl|;285
AC244456|IGHV3-30-52*01|Homo sapiens|P|V-REGION|36011..36306|296 nt|1| | | | |296+0=296| |rev-compl|;285
AB019439|IGHV3-33*01|Homo sapiens|F|V-REGION|73526..73821|296 nt|1| | | | |296+0=296| | |;285
M99665|IGHV3-33*02|Homo sapiens|F|V-REGION|179..474|296 nt|1| | | | |296+0=296| | |;285
M77305|IGHV3-33*03|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
M77335|IGHV3-33*04|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
M77334|IGHV3-33*05|Homo sapiens|F|V-REGION|41..336|296 nt|1| | | | |296+0=296| | |;285
HM855436|IGHV3-33*06|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| | |;285
AB019439|IGHV3-33-2*01|Homo sapiens|P|V-REGION|64215..64512|298 nt|1| | || |298+0=298| | |;285
M99666|IGHV3-35*01|Homo sapiens|ORF|V-REGION|298..593|296 nt|1| | | | |296+0=296| | |;285
M99669|IGHV3-38*01|Homo sapiens|ORF|V-REGION|169..460|292 nt|1| | | | |292+0=292| | |;279
AB019439|IGHV3-38*02|Homo sapiens|ORF|V-REGION|22845..23136|292 nt|1| | | | |292+0=292| | |;279
KC713943|IGHV3-38*03|Homo sapiens|ORF|V-REGION|411..702|292 nt|1| | | | |292+0=292| | |;279
KF698732|IGHV3-38-3*01|Homo sapiens|ORF|V-REGION|411..700|290 nt|1| | | | |290+0=290| | |;279
M99672|IGHV3-43*01|Homo sapiens|F|V-REGION|330..627|298 nt|1| | | | |298+0=298| | |;285
HM855392|IGHV3-43*02|Homo sapiens|F|V-REGION|22..319|298 nt|1| | | | |298+0=298| | |;285
KC713950|IGHV3-43D*01|Homo sapiens|F|V-REGION|411..708|298 nt|1| | | | |298+0=298| | |;285
Z18900|IGHV3-47*01|Homo sapiens|P|V-REGION|1..291|291 nt|1| | | | |291+0=291| | |;282
AB019438|IGHV3-47*02|Homo sapiens|P|V-REGION|114743..115035|293 nt|1| | | | |293+0=293| | |;282
M99675|IGHV3-48*01|Homo sapiens|F|V-REGION|334..629|296 nt|1| | | | |296+0=296| | |;285
AB019438|IGHV3-48*02|Homo sapiens|F|V-REGION|95434..95729|296 nt|1| | | | |296+0=296| | |;285
U03893|IGHV3-48*03|Homo sapiens|F|V-REGION|200..495|296 nt|1| | | | |296+0=296| | |;285
HM855336|IGHV3-48*04|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| |rev-compl|;285
M99676|IGHV3-49*01|Homo sapiens|F|V-REGION|384..685|302 nt|1| | | | |302+0=302| | |;291
M99401|IGHV3-49*02|Homo sapiens|F|V-REGION|128..429|302 nt|1| | | | |302+0=302| | |;291
AB019438|IGHV3-49*03|Homo sapiens|F|V-REGION|76304..76605|302 nt|1| | | | |302+0=302| | |;291
AM940220|IGHV3-49*04|Homo sapiens|F|V-REGION|1..302|302 nt|1| | | | |302+0=302| | |;291
AM940221|IGHV3-49*05|Homo sapiens|F|V-REGION|1..302|302 nt|1| | | | |302+0=302| | |;291
M99678|IGHV3-52*01|Homo sapiens|P|V-REGION|367..662|296 nt|1| | | | |296+0=296| | |;285
Z17388|IGHV3-52*02|Homo sapiens|P|V-REGION|1..294|294 nt|1| | | | |294+0=294|partial in 3'| |;285
J00237|IGHV3-52*03|Homo sapiens|P|V-REGION|177..470|294 nt|1| | || |294+0=294| | |;285
M99679|IGHV3-53*01|Homo sapiens|F|V-REGION|196..488|293 nt|1| | | | |293+0=293| | |;282
KF698735|IGHV3-53*02|Homo sapiens|F|V-REGION|409..701|293 nt|1| | | | |293+0=293| | |;282
J03617|IGHV3-53*03|Homo sapiens|F|V-REGION|679..971|293 nt|1| | | | |293+0=293| | |;282
HM855453|IGHV3-53*04|Homo sapiens|F|V-REGION|22..314|293 nt|1| | | | |293+0=293| |rev-compl|;282
M99680|IGHV3-54*01|Homo sapiens|P|V-REGION|297..592|296 nt|1| | || |296+0=296| | |;285
X92215|IGHV3-54*02|Homo sapiens|P|V-REGION|346..641|296 nt|1| | | | |296+0=296| | |;285
AB019438|IGHV3-54*04|Homo sapiens|P|V-REGION|31896..32191|296 nt|1| | | | |296+0=296| | |;285
AB019437|IGHV3-62*01|Homo sapiens|P|V-REGION|190113..190408|296 nt|1| | | | |296+0=296| | |;285
M99681|IGHV3-63*01|Homo sapiens|P|V-REGION|170..467|298 nt|1| | | | |298+0=298| | |;285
Z15099|IGHV3-63*02|Homo sapiens|P|V-REGION|1..294|294 nt|1| | || |294+0=294|partial in 3'| |;285
M99682|IGHV3-64*01|Homo sapiens|F|V-REGION|241..536|296 nt|1| | | | |296+0=296| | |;285
AB019437|IGHV3-64*02|Homo sapiens|F|V-REGION|175507..175802|296 nt|1| | | | |296+0=296| | |;285
M77298|IGHV3-64*03|Homo sapiens|F|V-REGION|114..409|296 nt|1| | | | |296+0=296| | |;285
M77299|IGHV3-64*04|Homo sapiens|F|V-REGION|112..407|296 nt|1| | | | |296+0=296| | |;285
M77301|IGHV3-64*05|Homo sapiens|F|V-REGION|114..409|296 nt|1| | | | |296+0=296| | |;285
KC713941|IGHV3-64D*06|Homo sapiens|F|V-REGION|407..702|296 nt|1| | | | |296+0=296| | |;285
X92218|IGHV3-66*01|Homo sapiens|F|V-REGION|160..452|293 nt|1| | | | |293+0=293| | |;282
Z27504|IGHV3-66*02|Homo sapiens|F|V-REGION|1..291|291 nt|1| | | | |291+0=291| | |;282
AB019437|IGHV3-66*03|Homo sapiens|F|V-REGION|158218..158510|293 nt|1| | | | |293+0=293| | |;282
X70208|IGHV3-66*04|Homo sapiens|F|V-REGION|450..742|293 nt|1| | | | |293+0=293| | |;282
AJ879484|IGHV3-69-1*01|Homo sapiens|P|V-REGION|169..461|293 nt|1| | | | |293+0=293| | |;282
AJ879485|IGHV3-69-1*02|Homo sapiens|P|V-REGION|169..461|293 nt|1| | | | |293+0=293| | |;282
M99649|IGHV3-7*01|Homo sapiens|F|V-REGION|344..639|296 nt|1| | | | |296+0=296| | |;285
X92288|IGHV3-7*02|Homo sapiens|F|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
HM855666|IGHV3-7*03|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| |rev-compl|;285
AB019437|IGHV3-71*01|Homo sapiens|P|V-REGION|105844..106145|302 nt|1| | | | |302+0=302| | |;291
HM855875|IGHV3-71*02|Homo sapiens|P|V-REGION|22..323|302 nt|1| | | | |302+0=302| |rev-compl|;291
HM855455|IGHV3-71*03|Homo sapiens|P|V-REGION|22..323|302 nt|1| | | | |302+0=302| | |;291
X92206|IGHV3-72*01|Homo sapiens|F|V-REGION|247..548|302 nt|1| | | | |302+0=302| | |;291
X70197|IGHV3-73*01|Homo sapiens|F|V-REGION|684..985|302 nt|1| | | | |302+0=302| | |;291
AB019437|IGHV3-73*02|Homo sapiens|F|V-REGION|78310..78611|302 nt|1| | | | |302+0=302| | |;291
L33851|IGHV3-74*01|Homo sapiens|F|V-REGION|183..478|296 nt|1| | | | |296+0=296| | |;285
Z17392|IGHV3-74*02|Homo sapiens|F|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
J00239|IGHV3-74*03|Homo sapiens|F|V-REGION|179..474|296 nt|1| | | | |296+0=296| | |;285
M99651|IGHV3-9*01|Homo sapiens|F|V-REGION|280..577|298 nt|1| | | | |298+0=298| | |;285
HM855577|IGHV3-9*02|Homo sapiens|F|V-REGION|22..319|298 nt|1| | | | |298+0=298| | |;285
KC713947|IGHV3-9*03|Homo sapiens|F|V-REGION|399..696|298 nt|1| | | | |298+0=298| | |;285
HM855939|IGHV3-NL1*01|Homo sapiens|F|V-REGION|22..317|296 nt|1| | | | |296+0=296| | |;285
Z29597|IGHV3/OR15-7*01|Homo sapiens|ORF|V-REGION|1..300|300 nt|1| | | | |300+0=300| | |;291
M36530|IGHV3/OR15-7*02|Homo sapiens|ORF|V-REGION|247..546|300 nt|1| | | | |300+0=300| | |;291
Z12332|IGHV3/OR15-7*03|Homo sapiens|ORF|V-REGION|1..300|300 nt|1| | | | |300+0=300| | |;291
HM855865|IGHV3/OR15-7*05|Homo sapiens|ORF|V-REGION|22..323|302 nt|1| | | | |302+0=302| | |;291
Z29607|IGHV3/OR16-10*01|Homo sapiens|ORF|V-REGION|1..291|291 nt|1| | | | |291+0=291| | |;282
Z12345|IGHV3/OR16-10*02|Homo sapiens|ORF|V-REGION|1..291|291 nt|1| | | | |291+0=291| | |;282
HM855718|IGHV3/OR16-10*03|Homo sapiens|ORF|V-REGION|22..314|293 nt|1| | | | |293+0=293| |rev-compl|;282
Z29609|IGHV3/OR16-12*01|Homo sapiens|ORF|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
Z29610|IGHV3/OR16-13*01|Homo sapiens|ORF|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
Z29611|IGHV3/OR16-14*01|Homo sapiens|P|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
L25546|IGHV3/OR16-15*01|Homo sapiens|P|V-REGION|204..499|296 nt|1| | | | |296+0=296| | |;285
Z29612|IGHV3/OR16-15*02|Homo sapiens|P|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
Z29613|IGHV3/OR16-16*01|Homo sapiens|P|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
HM855668|IGHV3/OR16-6*02|Homo sapiens|ORF|V-REGION|22..323|302 nt|1| | | | |302+0=302| | |;291
Z29605|IGHV3/OR16-8*01|Homo sapiens|ORF|V-REGION|1..294|294 nt|1| | || |294+0=294| | |;285
HM855427|IGHV3/OR16-8*02|Homo sapiens|ORF|V-REGION|22..317|296 nt|1| | | | |296+0=296| |rev-compl|;285
Z29606|IGHV3/OR16-9*01|Homo sapiens|ORF|V-REGION|1..294|294 nt|1| | || |294+0=294| | |;285
X05714|IGHV4-28*01|Homo sapiens|F|V-REGION|290..585|296 nt|1| | | | |296+0=296| | |;285
M83133|IGHV4-28*02|Homo sapiens|F|V-REGION|811..1106|296 nt|1| | | | |296+0=296| | |;285
X92233|IGHV4-28*03|Homo sapiens|F|V-REGION|140..435|296 nt|1| | | | |296+0=296| | |;285
X56358|IGHV4-28*04|Homo sapiens|F|V-REGION|1..294|294 nt|1| | | | |294+0=294| | |;285
HM855339|IGHV4-28*05|Homo sapiens_GI3U2RK01AQ31K|F|V-REGION|26..321|296 nt|1| | | | |296+0=296| |rev-compl|;285
