gene;anchor_index
M21624|TRAV14/DV4*03|Homo sapiens|(F)|V-REGION|131..412|282 nt|1| | | | |282+0=282| | |;273
AE000659|TRAV16*01|Homo sapiens|F|V-REGION|246079..246350|272 nt|1| | | | |272+0=272| | |;258
AE000660|TRAV17*01|Homo sapiens|F|V-REGION|2163..2439|277 nt|1| | | | |277+0=277| | |;264
AE000660|TRAV18*01|Homo sapiens|F|V-REGION|7667..7944|278 nt|1| | | | |278+0=278| | |;264
AE000660|TRAV19*01|Homo sapiens|F|V-REGION|12163..12452|290 nt|1| | | | |290+0=290| | |;273
AE000658|TRAV2*01|Homo sapiens|F|V-REGION|218448..218710|263 nt|1| | | | |263+0=263| | |;249
M17659|TRAV2*02|Homo sapiens|(F)|V-REGION|53..316|264 nt|1| | | | |264+0=264| | |;249
AE000660|TRAV20*01|Homo sapiens|F|V-REGION|45158..45431|274 nt|1| | | | |274+0=274| | |;261
X68696|TRAV20*02|Homo sapiens|(F)|V-REGION|131..397|267 nt|1| | || |267+0=267|partial in 3'| |;261
S60789|TRAV20*03|Homo sapiens|(F)|V-REGION|79..342|264 nt|1| | || |264+0=264|partial in 3'| |;261
X70305|TRAV20*04|Homo sapiens|(F)|V-REGION|133..399|267 nt|1| | || |267+0=267|partial in 3'| |;261
AE000660|TRAV21*01|Homo sapiens|F|V-REGION|57069..57347|279 nt|1| | | | |279+0=279| | |;267
X58736|TRAV21*02|Homo sapiens|(F)|V-REGION|128..400|273 nt|1| | | | |273+0=273|partial in 3'| |;267
AE000660|TRAV22*01|Homo sapiens|F|V-REGION|75233..75503|271 nt|1| | | | |271+0=271| | |;258
AE000660|TRAV23/DV6*01|Homo sapiens|F|V-REGION|90991..91270|280 nt|1| | || |280+0=280| | |;267
M17660|TRAV23/DV6*02|Homo sapiens|(F)|V-REGION|85..364|280 nt|1| | || |280+0=280| | |;267
M97704|TRAV23/DV6*03|Homo sapiens|(F)|V-REGION|145..424|280 nt|1| | || |280+0=280| | |;267
Y10411|TRAV23/DV6*04|Homo sapiens|[F]|V-REGION|1..267|267 nt|1| | | | |267+0=267|partial in 5' and in 3' | |;264
AE000660|TRAV24*01|Homo sapiens|F|V-REGION|109879..110155|277 nt|1| | | | |277+0=277| | |;267
M17661|TRAV24*02|Homo sapiens|(F)|V-REGION|64..340|277 nt|1| | | | |277+0=277| | |;267
AE000660|TRAV25*01|Homo sapiens|F|V-REGION|116744..117016|273 nt|1| | | | |273+0=273| | |;264
AE000660|TRAV26-1*01|Homo sapiens|F|V-REGION|127999..128275|277 nt|1| | | | |277+0=277| | |;261
M27371|TRAV26-1*02|Homo sapiens|(F)|V-REGION|52..332|281 nt|1| | | | |281+0=281| | |;261
L06886|TRAV26-1*03|Homo sapiens|(F)|V-REGION|52..318|267 nt|1| | || |267+0=267|partial in 3'| |;261
AE000660|TRAV26-2*01|Homo sapiens|F|V-REGION|207019..207294|276 nt|1| | | | |276+0=276| | |;261
L11160|TRAV26-2*02|Homo sapiens|[F]|V-REGION|509..725|217 nt|1| | || |217+0=217|partial in 3'| |;180
AE000660|TRAV27*01|Homo sapiens|F|V-REGION|152346..152619|274 nt|1| | | | |274+0=274| | |;264
X04957|TRAV27*02|Homo sapiens|(F)|V-REGION|55..326|272 nt|1| | | | |272+0=272| | |;264
D13075|TRAV27*03|Homo sapiens|(F)|V-REGION|55..324|270 nt|1| | || |270+0=270|partial in 3'| |;264
AE000660|TRAV29/DV5*01|Homo sapiens|F|V-REGION|167519..167798|280 nt|1| | | | |280+0=280| | |;267
S81645|TRAV29/DV5*02|Homo sapiens|F|V-REGION|174..452|279 nt|1| | | | |279+0=279| | |;267
AE000658|TRAV3*01|Homo sapiens|F|V-REGION|229927..230212|286 nt|1| | | | |286+0=286| | |;270
AE000660|TRAV30*01|Homo sapiens|F|V-REGION|172643..172916|274 nt|1| | | | |274+0=274| | |;261
X58768|TRAV30*02|Homo sapiens|(F)|V-REGION|95..361|267 nt|1| | | | |267+0=267|partial in 3'| |;261
L06883|TRAV30*03|Homo sapiens|(F)|V-REGION|64..330|267 nt|1| | | | |267+0=267|partial in 3'| |;261
AE000660|TRAV34*01|Homo sapiens|F|V-REGION|211781..212057|277 nt|1| | | | |277+0=277| | |;264
AE000660|TRAV35*01|Homo sapiens|F|V-REGION|226128..226403|276 nt|1| | | | |276+0=276| | |;264
X58738|TRAV35*02|Homo sapiens|(F)|V-REGION|131..400|270 nt|1| | || |270+0=270|partial in 3'| |;264
AE000660|TRAV36/DV7*01|Homo sapiens|F|V-REGION|230905..231181|277 nt|1| | | | |277+0=277| | |;264
X61070|TRAV36/DV7*02|Homo sapiens|(F)|V-REGION|7..280|274 nt|1| | | | |274+0=274| | |;264
X58767|TRAV36/DV7*03|Homo sapiens|(F)|V-REGION|109..378|270 nt|1| | || |270+0=270|partial in 3'| |;264
Z46643|TRAV36/DV7*04|Homo sapiens|(F)|V-REGION|87..357|271 nt|1| | | | |271+0=271| | |;264
AE000661|TRAV38-1*01|Homo sapiens|F|V-REGION|25123..25412|290 nt|1| | | | |290+0=290| | |;273
M64355|TRAV38-1*02|Homo sapiens|(F)|V-REGION|94..373|280 nt|1| | | | |280+0=280| | |;273
M95394|TRAV38-1*03|Homo sapiens|(F)|V-REGION|35..317|283 nt|1| | | | |283+0=283| | |;273
L06880|TRAV38-1*04|Homo sapiens|(F)|V-REGION|61..339|279 nt|1| | || |279+0=279|partial in 3'| |;273
AE000661|TRAV38-2/DV8*01|Homo sapiens|F|V-REGION|34309..34597|289 nt|1| | | | |289+0=289| | |;273
AE000661|TRAV39*01|Homo sapiens|F|V-REGION|57128..57404|277 nt|1| | | | |277+0=277| | |;264
AE000658|TRAV4*01|Homo sapiens|F|V-REGION|242632..242908|277 nt|1| | | | |277+0=277| | |;261
X73521|TRAV40*01|Homo sapiens|F|V-REGION|237..499|263 nt|1| | | | |263+0=263| | |;249
AE000661|TRAV41*01|Homo sapiens|F|V-REGION|73820..74089|270 nt|1| | | | |270+0=270| | |;258
AE000659|TRAV5*01|Homo sapiens|F|V-REGION|4886..5162|277 nt|1| | | | |277+0=277| | |;264
AE000659|TRAV6*01|Homo sapiens|F|V-REGION|24214..24493|280 nt|1| | | | |280+0=280| | |;267
X58747|TRAV6*02|Homo sapiens|(F)|V-REGION|128..400|273 nt|1| | || |273+0=273|partial in 3'| |;267
Z49060|TRAV6*03|Homo sapiens|[F]|V-REGION|1..249|249 nt|1| | || |249+0=249|partial in 5' and in 3' | |;243
Y10409|TRAV6*04|Homo sapiens|[F]|V-REGION|1..249|249 nt|1| | || |249+0=249|partial in 5' and in 3' | |;243
Y10410|TRAV6*05|Homo sapiens|[F]|V-REGION|1..249|249 nt|1| | || |249+0=249|partial in 5' and in 3' | |;243
AE000659|TRAV7*01|Homo sapiens|F|V-REGION|38620..38893|274 nt|1| | | | |274+0=274| | |;261
AE000659|TRAV8-1*01|Homo sapiens|F|V-REGION|52948..53231|284 nt|1| | | | |284+0=284| | |;270
AE000659|TRAV8-2*01|Homo sapiens|F|V-REGION|102293..102576|284 nt|1| | | | |284+0=284| | |;270
M17650|TRAV8-2*02|Homo sapiens|(F)|V-REGION|16..313|298 nt|1| | | | |298+0=298| | |;270
AE000659|TRAV8-3*01|Homo sapiens|F|V-REGION|108073..108356|284 nt|1| | | | |284+0=284| | |;270
M35617|TRAV8-3*02|Homo sapiens|(F)|V-REGION|177..458|282 nt|1| | | | |282+0=282| | |;270
L06885|TRAV8-3*03|Homo sapiens|(F)|V-REGION|25..300|276 nt|1| | || |276+0=276|partial in 3'| |;270
AE000659|TRAV8-4*01|Homo sapiens|F|V-REGION|150100..150383|284 nt|1| | | | |284+0=284| | |;270
M12423|TRAV8-4*02|Homo sapiens|(F)|V-REGION|227..510|284 nt|1| | || |284+0=284| | |;270
D13077|TRAV8-4*03|Homo sapiens|(F)|V-REGION|58..333|276 nt|1| | || |276+0=276|partial in 3'| |;270
M12959|TRAV8-4*04|Homo sapiens|(F)|V-REGION|194..477|284 nt|1| | || |284+0=284| | |;270
X63455|TRAV8-4*05|Homo sapiens|(F)|V-REGION|147..430|284 nt|1| | || |284+0=284| | |;270
K02777|TRAV8-4*06|Homo sapiens|(F)|V-REGION|1..218|218 nt|1| | || |218+0=218|partial in 5'| |;204
M17665|TRAV8-4*07|Homo sapiens|(F)|V-REGION|1..197|197 nt|1| | | | |197+0=197|partial in 5'| |;186
X02850|TRAV8-6*01|Homo sapiens|F|V-REGION|202..485|284 nt|1| | | | |284+0=284| | |;270
AE000659|TRAV8-6*02|Homo sapiens|F|V-REGION|234250..234533|284 nt|1| | | | |284+0=284| | |;270
AE000660|TRAV8-7*01|Homo sapiens|ORF|V-REGION|136739..137028|290 nt|1| | | | |290+0=290| | |;270
AE000659|TRAV9-1*01|Homo sapiens|F|V-REGION|67042..67322|281 nt|1| | | | |281+0=281| | |;267
AE000659|TRAV9-2*01|Homo sapiens|F|V-REGION|196741..197021|281 nt|1| | | | |281+0=281| | |;267
X58745|TRAV9-2*02|Homo sapiens|(F)|V-REGION|111..383|273 nt|1| | || |273+0=273|partial in 3'| |;267
L06881|TRAV9-2*03|Homo sapiens|(F)|V-REGION|58..330|273 nt|1| | || |273+0=273|partial in 3'| |;267
L06882|TRAV9-2*04|Homo sapiens|(F)|V-REGION|58..330|273 nt|1| | | | |273+0=273| | |;267
