gene;anchor_index
X57722|TRBV14*02|Homo sapiens|(F)|V-REGION|46..330|285 nt|1| | | | |285+0=285| | |;273
U03115|TRBV15*01|Homo sapiens|F|V-REGION|63681..63967|287 nt|1| | | | |287+0=287| | |;270
X58800|TRBV15*02|Homo sapiens|(F)|V-REGION|85..366|282 nt|1| | | | |282+0=282| | |;270
M62376|TRBV15*03|Homo sapiens|(F)|V-REGION|135..416|282 nt|1| | | | |282+0=282| | |;270
L26231|TRBV16*01|Homo sapiens|F|V-REGION|419..708|290 nt|1| | | | |290+0=290| | |;273
U03115|TRBV16*02|Homo sapiens|P|V-REGION|68672..68961|290 nt|1| | | | |290+0=290| | |;273
L26054|TRBV16*03|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;273
L36092|TRBV18*01|Homo sapiens|F|V-REGION|450875..451164|290 nt|1| | | | |290+0=290| | |;273
L36092|TRBV19*01|Homo sapiens|F|V-REGION|453995..454281|287 nt|1| | | | |287+0=287| | |;270
U48259|TRBV19*02|Homo sapiens|F|V-REGION|239..525|287 nt|1| | | | |287+0=287| | |;270
M97725|TRBV19*03|Homo sapiens|(F)|V-REGION|58..338|281 nt|1| | || |281+0=281| | |;270
L36092|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;273
M62379|TRBV2*02|Homo sapiens|(F)|V-REGION|1..285|285 nt|1| | | | |285+0=285| | |;273
M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| | |;273
M11955|TRBV20-1*01|Homo sapiens|F|V-REGION|427..719|293 nt|1| | | | |293+0=293| | |;279
X72719|TRBV20-1*02|Homo sapiens|F|V-REGION|381..668|288 nt|1| | || |288+0=288|partial in 3'| |;279
M11954|TRBV20-1*03|Homo sapiens|(F)|V-REGION|427..714|288 nt|1| | | | |288+0=288| | |;279
M14263|TRBV20-1*04|Homo sapiens|(F)|V-REGION|46..336|291 nt|1| | | | |291+0=291| | |;279
X57604|TRBV20-1*05|Homo sapiens|(F)|V-REGION|396..686|291 nt|1| | || |291+0=291|partial in 3'| |;279
D13088|TRBV20-1*06|Homo sapiens|(F)|V-REGION|43..330|288 nt|1| | | | |288+0=288| | |;279
X74852|TRBV20-1*07|Homo sapiens|(F)|V-REGION|64..354|291 nt|1| | | | |291+0=291| | |;279
L05149|TRBV20/OR9-2*01|Homo sapiens|ORF|V-REGION|1..293|293 nt|1| | | | |293+0=293| | |;279
X72718|TRBV20/OR9-2*02|Homo sapiens|[ORF]|V-REGION|372..659|288 nt|1| | || |288+0=288|partial in 3'| |;279
AF029308|TRBV20/OR9-2*03|Homo sapiens|ORF|V-REGION|11761..12053|293 nt|1| | | | |293+0=293| | |;279
L36092|TRBV21-1*01|Homo sapiens|P|V-REGION|471830..472119|290 nt|1| | | | |290+0=290| | |;273
AF029308|TRBV21/OR9-2*01|Homo sapiens|P|V-REGION|22851..23140|290 nt|1| | | | |290+0=290| | |;273
L36092|TRBV23-1*01|Homo sapiens|ORF|V-REGION|480906..481195|290 nt|1| | | | |290+0=290| | |;273
AF029308|TRBV23/OR9-2*01|Homo sapiens|P|V-REGION|31802..32077|276 nt|1| | | | |276+0=276| | |;273
L27615|TRBV23/OR9-2*02|Homo sapiens|ORF|V-REGION|37..267|231 nt|1| | || |231+0=231|partial in 3'| |;222
M11951|TRBV24-1*01|Homo sapiens|F|V-REGION|189..476|288 nt|1| | | | |288+0=288| | |;270
L05153|TRBV24/OR9-2*01|Homo sapiens|ORF|V-REGION|1..288|288 nt|1| | | | |288+0=288| | |;270
L36092|TRBV25-1*01|Homo sapiens|F|V-REGION|504596..504882|287 nt|1| | | | |287+0=287| | |;270
AF029308|TRBV26/OR9-2*01|Homo sapiens|P|V-REGION|89361..89647|287 nt|1| | | | |287+0=287| | |;270
AL356489|TRBV26/OR9-2*02|Homo sapiens|P|V-REGION|40715..41001|287 nt|1| | | | |287+0=287| | |;270
L36092|TRBV27*01|Homo sapiens|F|V-REGION|549224..549510|287 nt|1| | | | |287+0=287| | |;270
U08314|TRBV28*01|Homo sapiens|F|V-REGION|408..694|287 nt|1| | | | |287+0=287| | |;270
L36092|TRBV29-1*01|Homo sapiens|F|V-REGION|574270..574559|290 nt|1| | | | |290+0=290| | |;276
M13847|TRBV29-1*02|Homo sapiens|(F)|V-REGION|17..304|288 nt|1| | | | |288+0=288| | |;276
X04926|TRBV29-1*03|Homo sapiens|(F)|V-REGION|1..231|231 nt|1| | | | |231+0=231|partial in 5'| |;219
L05150|TRBV29/OR9-2*01|Homo sapiens|ORF|V-REGION|1..290|290 nt|1| | | | |290+0=290| | |;276
AF029308|TRBV29/OR9-2*02|Homo sapiens|ORF|V-REGION|180517..180806|290 nt|1| | | | |290+0=290| | |;276
U07977|TRBV3-1*01|Homo sapiens|F|V-REGION|5648..5934|287 nt|1| | | | |287+0=287| | |;270
L06889|TRBV3-1*02|Homo sapiens|(F)|V-REGION|58..336|279 nt|1| | || |279+0=279|partial in 3'| |;270
L36092|TRBV3-2*01|Homo sapiens|P|V-REGION|152052..152338|287 nt|1| | | | |287+0=287| | |;270
U07978|TRBV3-2*02|Homo sapiens|P|V-REGION|17502..17788|287 nt|1| | | | |287+0=287| | |;270
M33240|TRBV3-2*03|Homo sapiens|(P)|V-REGION|36..321|286 nt|1| | || |286+0=286| | |;270
L36092|TRBV30*01|Homo sapiens|F|V-REGION|666640..666923|284 nt|1| | | | |284+0=284| | |;270
Z13967|TRBV30*02|Homo sapiens|F|V-REGION|416..699|284 nt|1| | | | |284+0=284| | |;270
M13554|TRBV30*04|Homo sapiens|(F)|V-REGION|1..276|276 nt|1| | || |276+0=276|partial in 5'| |;264
L06893|TRBV30*05|Homo sapiens|(F)|V-REGION|52..333|282 nt|1| | | | |282+0=282| | |;270
U07977|TRBV4-1*01|Homo sapiens|F|V-REGION|10268..10554|287 nt|1| | | | |287+0=287| | |;270
M13855|TRBV4-1*02|Homo sapiens|(F)|V-REGION|1..259|259 nt|1| | || |259+0=259|partial in 5'| |;243
U07975|TRBV4-2*01|Homo sapiens|F|V-REGION|477..763|287 nt|1| | | | |287+0=287| | |;270
X58811|TRBV4-2*02|Homo sapiens|(F)|V-REGION|169..450|282 nt|1| | | | |282+0=282| | |;270
U07978|TRBV4-3*01|Homo sapiens|F|V-REGION|20940..21226|287 nt|1| | | | |287+0=287| | |;270
X58812|TRBV4-3*02|Homo sapiens|(F)|V-REGION|73..354|282 nt|1| | | | |282+0=282| | |;270
L06888|TRBV4-3*03|Homo sapiens|(F)|V-REGION|58..339|282 nt|1| | | | |282+0=282| | |;270
X57616|TRBV4-3*04|Homo sapiens|(F)|V-REGION|1..231|231 nt|1| | | | |231+0=231|partial in 5'| |;219
L36092|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;270
M14271|TRBV5-1*02|Homo sapiens|(F)|V-REGION|50..328|279 nt|1| | || |279+0=279| | |;270
X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;270
AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;270
L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;270
X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| | |;270
S50547|TRBV5-4*03|Homo sapiens|(F)|V-REGION|1..234|234 nt|1| | || |234+0=234|partial in 5' and in 3' | |;222
X58804|TRBV5-4*04|Homo sapiens|(F)|V-REGION|1..192|192 nt|1| | | | |192+0=192|partial in 5'| |;180
L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;270
X57611|TRBV5-5*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| | |;270
X58801|TRBV5-5*03|Homo sapiens|(F)|V-REGION|129..410|282 nt|1| | | | |282+0=282| | |;270
L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;270
L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;270
L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;270
X58803|TRBV5-8*02|Homo sapiens|(F)|V-REGION|1..238|238 nt|2| | | | |238+0=238|partial in 5'| |;228
X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;270
X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;270
U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;270
X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;270
AF009660|TRBV6-4*02|Homo sapiens|F|V-REGION|35797..36083|287 nt|1| | | | |287+0=287| | |;270
L36092|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;270
L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;270
AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | || |287+0=287| | |;270
X58815|TRBV6-6*03|Homo sapiens|(F)|V-REGION|64..345|282 nt|1| | | | |282+0=282| | |;270
X74848|TRBV6-6*04|Homo sapiens|(F)|V-REGION|105..389|285 nt|1| | | | |285+0=285| | |;270
L06892|TRBV6-6*05|Homo sapiens|(F)|V-REGION|58..339|282 nt|1| | | | |282+0=282| | |;270
L36092|TRBV6-7*01|Homo sapiens|ORF|V-REGION|302725..303011|287 nt|1| | | | |287+0=287| | |;270
L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;267
X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;270
X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;273
X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;273
L36190|TRBV7-2*02|Homo sapiens|F|V-REGION|9236..9525|290 nt|1| | || |290+0=290| | |;273
U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7803..8092|290 nt|1| | | | |290+0=290| | |;273
M27387|TRBV7-2*04|Homo sapiens|(F)|V-REGION|19..307|289 nt|1| | || |289+0=289| | |;273
X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;273
X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | || |287+0=287| | |;273
M13550|TRBV7-3*05|Homo sapiens|(F)|V-REGION|1..231|231 nt|1| | | | |231+0=231|partial in 5'| |;219
L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;273
L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;273
X58806|TRBV7-6*02|Homo sapiens|(F)|V-REGION|67..351|285 nt|1| | | | |285+0=285| | |;273
L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;273
X57607|TRBV7-7*02|Homo sapiens|(F)|V-REGION|4..288|285 nt|1| | | | |285+0=285| | |;273
M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;273
X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;273
M27384|TRBV7-8*03|Homo sapiens|(F)|V-REGION|25..312|288 nt|1| | | | |288+0=288| | |;273
L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;273
M15564|TRBV7-9*02|Homo sapiens|(F)|V-REGION|88..377|290 nt|1| | || |290+0=290| | |;273
AF009663|TRBV7-9*03|Homo sapiens|F|V-REGION|108963..109252|290 nt|1| | || |290+0=290| | |;273
M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | || |285+0=285| | |;273
M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| | |;273
X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| | |;273
L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | || |203+0=203|partial in 5'| |;189
L36092|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;270
AF009660|TRBV9*02|Homo sapiens|F|V-REGION|46949..47234|286 nt|1| | | | |286+0=286| | |;270
M27380|TRBV9*03|Homo sapiens|(F)|V-REGION|31..312|282 nt|1| | | | |282+0=282| | |;270
